transaction_id,customer_id,transaction_date,transaction_type,amount,branch_id,fraud_label
TXN000793,CUST0106,00/00/0000,Deposit,1500.71,PUN-006,0
TXN000794,CUST0191,2023-09-14,Bill Payment,1307.27,JAI-009,0
TXN000795,CUST0155,2024-03-30,Deposit,6098.96,MU-001,0
TXN000796,CUST0394,2024-03-12,Withdrawal,26118.59,AHM-008,0
TXN000797,CUST0003,2023-09-18,Transfer,14794.04,HYD-005,0
TXN000798,CUST0497,2023-11-26,Withdrawal,746.5,LKN-010,1
TXN000799,CUST0174,2024-02-12,Deposit,1498.84,AHM-008,0
TXN000800,CUST0348,2023-09-10,Deposit,15198.1,HYD-005,1
TXN000801,CUST0431,2024-05-12,Withdrawal,1511.74,AHM-008,0
TXN000802,CUST0029,2023-12-15,Withdrawal,3753.49,LKN-010,0
TXN000803,CUST0101,2023-11-20,Deposit,9509.65,DL-002,0
TXN000804,CUST0347,2024-02-14,Deposit,1537.61,JAI-009,0
TXN000805,CUST0163,2024-03-08,Deposit,5577.25,PUN-006,0
TXN000806,CUST0190,00/00/0000,Bill Payment,991.45,PUN-006,1
TXN000807,CUST0180,2023-12-24,Transfer,2388.35,AHM-008,0
TXN000808,CUST0111,2023-08-14,Bill Payment,7213.71,KOL-007,0
TXN000809,CUST0084,2023-11-25,Bill Payment,726.62,KOL-007,0
TXN000810,CUST0307,00/00/0000,Deposit,8337.93,BLR-003,0
TXN000811,CUST0445,2024-02-29,Transfer,4800.3,DL-002,0
TXN000812,CUST0388,2024-04-28,Bill Payment,9537.51,DL-002,1
TXN000813,CUST0469,2024-05-23,Transfer,6429.79,KOL-007,0
TXN000814,CUST0364,2024-02-22,Withdrawal,25259.78,CHN-004,1
TXN000815,CUST0149,00/00/0000,Bill Payment,5711.69,MU-001,0
TXN000816,CUST0428,2023-12-02,Transfer,2935.74,AHM-008,0
TXN000817,CUST0115,2024-02-23,Deposit,5691.66,MU-001,0
TXN000818,CUST0490,2023-12-01,Bill Payment,9432.89,DL-002,0
TXN000819,CUST0214,2023-11-25,Withdrawal,5211.55,AHM-008,0
TXN000820,CUST0126,2024-05-26,Deposit,5160.09,DL-002,0
TXN000821,CUST0497,2024-03-09,Deposit,2116.69,LKN-010,0
TXN000822,CUST0247,2024-04-23,Bill Payment,2218.35,HYD-005,0
TXN000823,CUST0499,2024-02-29,Deposit,913.13,PUN-006,0
TXN000824,CUST0009,2024-04-20,Transfer,40114.46,BLR-003,0
TXN000825,CUST0164,2023-09-13,Bill Payment,1104.74,BLR-003,0
TXN000826,CUST0140,2023-07-28,Transfer,2139.9,KOL-007,0
TXN000827,CUST0025,2023-12-30,Transfer,2075.4,HYD-005,0
TXN000828,CUST0264,2023-08-09,Withdrawal,14384.54,BLR-003,1
TXN000829,CUST0386,2024-05-02,Withdrawal,,JAI-009,1
TXN000830,CUST0424,2023-12-09,Transfer,21966.87,HYD-005,0
TXN000831,CUST0186,2024-06-17,Deposit,2190.34,JAI-009,0
TXN000832,CUST0007,2023-09-12,Withdrawal,6869.13,JAI-009,0
TXN000833,CUST0211,2024-03-05,Transfer,1803.68,BLR-003,0
TXN000834,CUST0258,2023-09-18,Withdrawal,64484.42,CHN-004,1
TXN000835,CUST0315,2024-04-12,Deposit,1181.9,KOL-007,0
TXN000836,CUST0060,2023-08-09,Withdrawal,,MU-001,1
TXN000837,CUST0354,2023-12-07,Transfer,10514.73,BLR-003,0
TXN000838,CUST0268,2024-05-01,Transfer,8075.25,BLR-003,0
TXN000839,CUST0382,2023-07-15,Deposit,3934.96,CHN-004,0
TXN000840,CUST0073,2024-06-20,Withdrawal,4205.78,HYD-005,1
TXN000841,CUST0041,2023-09-05,Bill Payment,5180.07,DL-002,0
TXN000842,CUST0388,2024-03-04,Bill Payment,4119.96,MU-001,0
TXN000843,CUST0407,2023-07-17,Deposit,15625.43,AHM-008,0
TXN000844,CUST0023,2023-11-07,Deposit,69746.85,HYD-005,0
TXN000845,CUST0401,2023-08-19,Deposit,2517.47,LKN-010,0
TXN000846,CUST0095,2023-10-11,Transfer,949.79,MU-001,0
TXN000847,CUST0486,2023-11-20,Transfer,4420.74,PUN-006,0
TXN000848,CUST0400,2024-03-13,Withdrawal,108624.39,JAI-009,1
TXN000849,CUST0420,2023-08-20,Deposit,1873.55,JAI-009,0
TXN000850,CUST0494,2023-10-07,Transfer,35134.55,BLR-003,0
TXN000851,CUST0003,2024-04-01,Deposit,36799.55,CHN-004,0
TXN000852,CUST0244,2024-06-27,Transfer,2529.29,LKN-010,0
TXN000853,CUST0491,2024-06-09,Deposit,9728.16,BLR-003,0
TXN000854,CUST0218,2024-01-11,Withdrawal,34685.46,JAI-009,0
TXN000855,CUST0390,2023-08-27,Transfer,3118.31,DL-002,0
TXN000856,CUST0070,2024-03-23,Bill Payment,3849.52,PUN-006,0
TXN000857,CUST0370,2024-04-11,Deposit,2445.45,DL-002,0
TXN000858,CUST0198,2023-08-29,Transfer,1454.32,AHM-008,0
TXN000859,CUST0352,2023-12-07,Bill Payment,2254.91,CHN-004,0
TXN000860,CUST0438,2023-11-26,Bill Payment,1131.47,CHN-004,0
TXN000861,CUST0481,2024-02-29,Transfer,5119.95,BLR-003,1
TXN000862,CUST0252,2024-06-10,Deposit,1950.87,KOL-007,0
TXN000863,CUST0347,2024-06-02,Deposit,,DL-002,0
TXN000864,CUST0356,2024-01-22,Deposit,759.7,BLR-003,0
TXN000865,CUST0174,2023-10-10,Withdrawal,7310.42,LKN-010,1
TXN000866,CUST0063,2024-01-23,Withdrawal,13362.86,KOL-007,0
TXN000867,CUST0392,2023-11-20,Transfer,449.22,KOL-007,0
TXN000868,CUST0309,2024-06-06,Bill Payment,7699.17,AHM-008,0
TXN000869,CUST0394,2023-09-14,Bill Payment,21444.06,DL-002,0
TXN000870,CUST0255,00/00/0000,Withdrawal,1151.05,BLR-003,1
TXN000871,CUST0426,2023-07-28,Deposit,36573.78,AHM-008,0
TXN000872,CUST0196,2023-09-30,Transfer,,BLR-003,0
TXN000873,CUST0050,2024-05-15,Deposit,2109.03,JAI-009,0
TXN000874,CUST0104,2024-02-24,Transfer,4596.62,AHM-008,0
TXN000875,CUST0278,2023-11-11,Transfer,9604.55,JAI-009,0
TXN000876,CUST0221,2023-07-17,Deposit,5384.11,KOL-007,0
TXN000877,CUST0227,2024-01-09,Bill Payment,9381.61,MU-001,0
TXN000878,CUST0338,2024-04-11,Transfer,1628.14,BLR-003,0
TXN000879,CUST0160,2023-09-07,Bill Payment,6022.35,AHM-008,0
TXN000880,CUST0346,2024-04-17,Bill Payment,901.03,JAI-009,0
TXN000881,CUST0241,2024-04-18,Bill Payment,4300.68,JAI-009,0
TXN000882,CUST0029,2024-03-16,Bill Payment,,HYD-005,0
TXN000883,CUST0316,2024-01-10,Transfer,2033.2,HYD-005,0
TXN000884,CUST0303,2023-07-15,Deposit,21661.93,BLR-003,0
TXN000885,CUST0415,2023-12-26,Deposit,18207.2,PUN-006,0
TXN000886,CUST0177,2024-02-05,Transfer,10208.4,KOL-007,0
TXN000887,CUST0126,2024-06-03,Withdrawal,1325.08,CHN-004,1
TXN000888,CUST0044,2024-04-29,Deposit,3362.06,HYD-005,0
TXN000889,CUST0011,2023-09-25,Transfer,21072.35,MU-001,0
TXN000890,CUST0291,2024-02-02,Bill Payment,5825.85,HYD-005,1
TXN000891,CUST0302,2024-02-26,Deposit,79474.81,PUN-006,0
TXN000892,CUST0166,2024-01-16,Deposit,7879.2,AHM-008,0
TXN000893,CUST0106,2024-06-10,Transfer,6188.57,AHM-008,0
TXN000894,CUST0174,2024-06-06,Withdrawal,3391.61,LKN-010,1
TXN000895,CUST0104,2024-02-09,Bill Payment,5768.97,DL-002,0
TXN000896,CUST0110,2024-03-31,Transfer,4093.01,HYD-005,0
TXN000897,CUST0206,2024-04-19,Withdrawal,11495.72,LKN-010,0
TXN000898,CUST0368,2023-08-17,Deposit,15491.44,LKN-010,0
TXN000899,CUST0291,2023-08-04,Bill Payment,1913.74,KOL-007,0
TXN000900,CUST0334,2023-08-09,Transfer,994.78,JAI-009,0
TXN000901,CUST0340,2024-02-07,Transfer,542.7,CHN-004,0
TXN000902,CUST0320,2023-11-06,Bill Payment,9041.58,JAI-009,0
TXN000903,CUST0322,2023-07-10,Withdrawal,1307.61,LKN-010,1
TXN000904,CUST0493,2024-06-03,Bill Payment,371.12,HYD-005,0
TXN000905,CUST0415,2024-03-29,Bill Payment,7834.52,LKN-010,0
TXN000906,CUST0268,2023-07-31,Withdrawal,97889.97,PUN-006,0
TXN000907,CUST0078,2023-11-01,Transfer,4879.09,KOL-007,0
TXN000908,CUST0325,2023-08-02,Withdrawal,13442.67,KOL-007,0
TXN000909,CUST0331,2023-11-24,Withdrawal,5421.87,HYD-005,0
TXN000910,CUST0208,2023-10-29,Withdrawal,4364.82,DL-002,0
TXN000911,CUST0126,2023-07-15,Transfer,14807.54,AHM-008,0
TXN000912,CUST0217,2024-02-09,Deposit,3469.17,CHN-004,0
TXN000913,CUST0015,2023-09-08,Transfer,6774.16,HYD-005,0
TXN000914,CUST0330,2023-09-29,Deposit,7230.31,AHM-008,0
TXN000915,CUST0441,2023-07-29,Deposit,2204.58,PUN-006,0
TXN000916,CUST0462,2023-08-02,Bill Payment,16162.53,PUN-006,0
TXN000917,CUST0204,2023-08-16,Withdrawal,3984.03,CHN-004,0
TXN000918,CUST0478,2024-03-13,Deposit,1984.47,JAI-009,0
TXN000919,CUST0487,2024-04-23,Transfer,9356.36,AHM-008,0
TXN000920,CUST0308,2023-10-30,Deposit,1672.1,PUN-006,0
TXN000921,CUST0378,2024-04-25,Bill Payment,5083.82,CHN-004,0
TXN000922,CUST0074,2023-10-20,Deposit,4861.28,BLR-003,0
TXN000923,CUST0226,2023-11-18,Bill Payment,,HYD-005,0
TXN000924,CUST0252,2023-07-29,Transfer,8687.48,DL-002,0
TXN000925,CUST0244,2024-02-02,Withdrawal,4769.36,HYD-005,0
TXN000926,CUST0186,2023-09-13,Bill Payment,13112.48,PUN-006,0
TXN000927,CUST0331,2023-07-11,Deposit,26062.4,MU-001,0
TXN000928,CUST0123,2024-06-08,Transfer,9598.6,JAI-009,0
TXN000929,CUST0491,2024-05-23,Transfer,4976.21,DL-002,0
TXN000930,CUST0440,2023-10-30,Bill Payment,1018.2,KOL-007,1
TXN000931,CUST0475,2024-01-18,Transfer,1369.04,HYD-005,0
TXN000932,CUST0153,2023-10-29,Withdrawal,3407.49,BLR-003,0
TXN000933,CUST0163,2024-05-19,Bill Payment,2365.12,MU-001,0
TXN000934,CUST0422,2023-08-11,Bill Payment,3927.01,AHM-008,0
TXN000935,CUST0368,2023-12-18,Bill Payment,5260.49,DL-002,0
TXN000936,CUST0134,2024-06-22,Deposit,9280.13,PUN-006,0
TXN000937,CUST0378,2024-04-06,Transfer,4516.09,AHM-008,0
TXN000938,CUST0329,2023-07-27,Withdrawal,8811.4,AHM-008,1
TXN000939,CUST0002,2023-09-08,Bill Payment,5310.12,CHN-004,0
TXN000940,CUST0295,2023-12-08,Deposit,459.18,DL-002,0
TXN000941,CUST0366,2024-03-21,Withdrawal,1592.08,LKN-010,0
TXN000942,CUST0232,2023-12-11,Bill Payment,4134.39,BLR-003,0
TXN000943,CUST0304,2024-06-16,Transfer,1150.98,HYD-005,0
TXN000944,CUST0189,2024-01-29,Withdrawal,10096.2,KOL-007,0
TXN000945,CUST0115,2024-04-18,Deposit,30850.28,MU-001,0
TXN000946,CUST0314,2024-05-27,Withdrawal,21216.07,DL-002,1
TXN000947,CUST0135,2023-10-10,Withdrawal,3804.23,MU-001,0
TXN000948,CUST0308,2024-02-05,Transfer,,BLR-003,0
TXN000949,CUST0088,2024-01-05,Deposit,5874.65,MU-001,0
TXN000950,CUST0396,2024-02-08,Bill Payment,,AHM-008,0
TXN000951,CUST0105,2024-06-30,Withdrawal,2354.11,HYD-005,0
TXN000952,CUST0196,2024-03-10,Withdrawal,3418.77,KOL-007,1
TXN000953,CUST0111,2024-05-03,Transfer,3084.63,CHN-004,0
TXN000954,CUST0406,2024-01-26,Withdrawal,6029.98,MU-001,0
TXN000955,CUST0121,2023-11-12,Bill Payment,5959.18,CHN-004,0
TXN000956,CUST0332,2024-06-15,Bill Payment,4932.77,DL-002,1
TXN000957,CUST0447,2023-09-07,Transfer,8302.61,KOL-007,0
TXN000958,CUST0197,2024-06-30,Bill Payment,20512.21,LKN-010,0
TXN000959,CUST0286,2023-08-18,Deposit,15359.12,MU-001,0
TXN000960,CUST0242,2023-10-29,Transfer,827.26,LKN-010,0
TXN000961,CUST0364,2024-05-02,Deposit,229.36,MU-001,0
TXN000962,CUST0196,2024-05-13,Transfer,15080.89,KOL-007,0
TXN000963,CUST0496,2023-09-06,Deposit,953.12,LKN-010,0
TXN000964,CUST0258,2023-09-25,Bill Payment,3752.89,PUN-006,0
TXN000965,CUST0046,2023-09-06,Transfer,1206.97,JAI-009,0
TXN000966,CUST0060,2023-11-11,Transfer,565.45,MU-001,0
TXN000967,CUST0447,2024-03-12,Transfer,9412.14,PUN-006,0
TXN000968,CUST0463,2023-11-22,Transfer,12221.92,LKN-010,0
TXN000969,CUST0265,2023-11-13,Transfer,2460.67,KOL-007,0
TXN000970,CUST0378,2023-12-09,Bill Payment,219.37,BLR-003,0
TXN000971,CUST0326,2024-06-01,Bill Payment,2551.68,MU-001,0
TXN000972,CUST0118,2023-07-28,Withdrawal,7864.9,MU-001,0
TXN000973,CUST0362,2023-09-22,Bill Payment,833.23,KOL-007,0
TXN000974,CUST0021,2024-03-10,Bill Payment,6124.37,PUN-006,0
TXN000975,CUST0249,2024-04-13,Bill Payment,4825.3,AHM-008,0
TXN000976,CUST0064,2023-09-14,Transfer,9849.24,DL-002,0
TXN000977,CUST0093,2023-11-23,Withdrawal,5673.13,JAI-009,1
TXN000978,CUST0457,2024-04-14,Withdrawal,1528.92,LKN-010,1
TXN000979,CUST0270,00/00/0000,Withdrawal,20658.58,KOL-007,0
TXN000980,CUST0394,2023-11-04,Bill Payment,4063.36,DL-002,0
TXN000981,CUST0146,2023-07-14,Deposit,4756.34,KOL-007,0
TXN000982,CUST0429,2023-08-24,Transfer,1603.72,BLR-003,1
TXN000983,CUST0426,2024-02-21,Bill Payment,2887.25,AHM-008,0
TXN000984,CUST0305,2023-11-15,Deposit,1699.75,PUN-006,0
TXN000985,CUST0319,2024-05-31,Bill Payment,,PUN-006,0
TXN000986,CUST0067,2024-04-17,Withdrawal,38332.38,MU-001,1
TXN000987,CUST0166,2023-11-22,Deposit,947.4,DL-002,0
TXN000988,CUST0196,2024-05-04,Deposit,708.91,KOL-007,0
TXN000989,CUST0495,2023-10-31,Bill Payment,28721.59,DL-002,1
TXN000990,CUST0084,2023-10-15,Bill Payment,3823.08,KOL-007,0
TXN000991,CUST0079,2024-05-30,Deposit,2201.98,HYD-005,0
TXN000992,CUST0377,2024-02-07,Transfer,17118.0,LKN-010,0
TXN000993,CUST0050,2024-06-05,Transfer,2376.21,JAI-009,0
TXN000994,CUST0454,2024-02-14,Bill Payment,43967.75,AHM-008,0
TXN000995,CUST0217,2024-05-03,Deposit,11086.81,KOL-007,0
TXN000996,CUST0096,2024-05-10,Bill Payment,2736.7,KOL-007,0
TXN000997,CUST0175,2024-03-19,Bill Payment,65432.21,CHN-004,0
TXN000998,CUST0080,2024-06-30,Bill Payment,2375.92,JAI-009,0
TXN000999,CUST0043,2024-03-25,Transfer,11974.26,AHM-008,0
TXN001000,CUST0154,00/00/0000,Withdrawal,7038.51,BLR-003,0
TXN001001,CUST0431,2023-12-01,Withdrawal,23437.43,JAI-009,0
TXN001002,CUST0025,2024-04-17,Deposit,32010.31,MU-001,0
TXN001003,CUST0218,2024-03-18,Bill Payment,5107.19,DL-002,0
TXN001004,CUST0417,2024-04-17,Transfer,1990.02,PUN-006,0
TXN001005,CUST0394,2023-08-11,Deposit,8535.31,DL-002,0
TXN001006,CUST0092,2024-02-22,Withdrawal,2179.26,KOL-007,0
TXN001007,CUST0449,2024-01-30,Transfer,55053.72,PUN-006,0
TXN001008,CUST0388,2024-02-18,Bill Payment,,LKN-010,0
TXN001009,CUST0495,00/00/0000,Withdrawal,3170.4,CHN-004,1
TXN001010,CUST0133,2024-05-05,Deposit,6134.09,KOL-007,0
TXN001011,CUST0203,2023-07-03,Deposit,975.99,MU-001,0
TXN001012,CUST0236,2024-03-01,Bill Payment,1531.59,LKN-010,0
TXN001013,CUST0317,2023-12-03,Transfer,20754.05,KOL-007,0
TXN001014,CUST0065,2023-08-14,Withdrawal,2234.4,MU-001,0
TXN001015,CUST0357,2023-07-09,Withdrawal,1399.27,MU-001,0
TXN001016,CUST0075,2024-05-28,Withdrawal,9357.97,KOL-007,1
TXN001017,CUST0098,2024-04-01,Deposit,20390.92,HYD-005,0
TXN001018,CUST0243,2023-09-14,Bill Payment,11646.3,MU-001,0
TXN001019,CUST0379,2023-09-17,Bill Payment,16240.4,AHM-008,0
TXN001020,CUST0300,2024-02-16,Withdrawal,1981.97,CHN-004,1
TXN001021,CUST0027,2024-01-17,Transfer,892.32,MU-001,0
TXN001022,CUST0222,2024-06-30,Bill Payment,29780.24,AHM-008,0
TXN001023,CUST0375,2024-05-01,Transfer,3336.86,MU-001,0
TXN001024,CUST0263,2024-03-05,Bill Payment,3637.31,CHN-004,0
TXN001025,CUST0010,2024-03-27,Bill Payment,24193.35,LKN-010,0
TXN001026,CUST0138,2023-08-02,Bill Payment,9580.41,AHM-008,0
TXN001027,CUST0481,2024-05-14,Transfer,8493.58,AHM-008,0
TXN001028,CUST0083,2023-07-11,Transfer,66039.14,CHN-004,0
TXN001029,CUST0119,2024-02-10,Withdrawal,2270.55,LKN-010,0
TXN001030,CUST0472,2023-12-21,Bill Payment,14964.08,BLR-003,0
TXN001031,CUST0200,2024-06-29,Bill Payment,5262.79,PUN-006,0
TXN001032,CUST0319,2023-09-21,Withdrawal,6783.92,HYD-005,0
TXN001033,CUST0342,2023-08-14,Bill Payment,30765.9,BLR-003,0
TXN001034,CUST0311,2023-09-19,Bill Payment,9039.9,DL-002,0
TXN001035,CUST0156,2024-03-09,Withdrawal,9376.44,CHN-004,0
TXN001036,CUST0184,2023-07-10,Transfer,17800.98,PUN-006,0
TXN001037,CUST0424,2023-09-28,Deposit,3171.81,DL-002,0
TXN001038,CUST0317,2023-08-28,Withdrawal,1795.34,DL-002,0
TXN001039,CUST0133,2024-03-06,Transfer,1402.8,PUN-006,0
TXN001040,CUST0137,2024-04-11,Withdrawal,464.23,JAI-009,0
TXN001041,CUST0362,2023-08-23,Deposit,57956.53,AHM-008,0
TXN001042,CUST0500,2023-08-26,Deposit,1307.86,LKN-010,0
TXN001043,CUST0422,2023-08-22,Deposit,3768.74,JAI-009,0
TXN001044,CUST0061,2024-05-18,Withdrawal,3525.66,PUN-006,0
TXN001045,CUST0363,2023-11-27,Bill Payment,7107.37,JAI-009,0
TXN001046,CUST0079,2023-08-20,Transfer,13080.59,PUN-006,0
TXN001047,CUST0435,2023-09-01,Withdrawal,,AHM-008,0
TXN001048,CUST0126,2023-07-04,Bill Payment,2441.35,PUN-006,0
TXN001049,CUST0044,2023-09-26,Transfer,4021.68,PUN-006,0
TXN001050,CUST0185,2024-01-29,Withdrawal,6898.75,BLR-003,0
TXN001051,CUST0216,2024-03-28,Withdrawal,3646.67,BLR-003,0
TXN001052,CUST0471,2024-01-28,Bill Payment,33820.24,AHM-008,0
TXN001053,CUST0407,2024-03-21,Transfer,8858.83,MU-001,0
TXN001054,CUST0368,2023-07-06,Deposit,11871.0,DL-002,0
TXN001055,CUST0396,2024-01-22,Withdrawal,10888.45,KOL-007,0
TXN001056,CUST0339,2023-07-19,Withdrawal,20093.84,LKN-010,0
TXN001057,CUST0366,2024-05-19,Transfer,6107.21,KOL-007,0
TXN001058,CUST0359,2024-06-13,Transfer,1036.7,PUN-006,0
TXN001059,CUST0424,2023-07-05,Transfer,7939.66,JAI-009,0
TXN001060,CUST0359,2023-09-14,Bill Payment,2249.29,AHM-008,0
TXN001061,CUST0320,2024-04-04,Bill Payment,2606.23,PUN-006,0
TXN001062,CUST0208,2024-05-28,Withdrawal,9933.19,HYD-005,0
TXN001063,CUST0172,2024-04-01,Bill Payment,21718.93,BLR-003,0
TXN001064,CUST0146,2024-04-02,Withdrawal,5041.84,DL-002,0
TXN001065,CUST0267,2023-12-07,Transfer,7119.55,BLR-003,1
TXN001066,CUST0304,2024-04-02,Transfer,37898.16,CHN-004,0
TXN001067,CUST0372,2023-12-03,Bill Payment,6561.04,JAI-009,0
TXN001068,CUST0431,2023-07-31,Transfer,111526.75,HYD-005,0
TXN001069,CUST0064,2023-12-29,Deposit,9687.69,DL-002,0
TXN001070,CUST0378,00/00/0000,Deposit,594.12,AHM-008,0
TXN001071,CUST0413,2023-10-29,Withdrawal,12136.95,PUN-006,0
TXN001072,CUST0402,00/00/0000,Withdrawal,7765.06,KOL-007,1
TXN001073,CUST0054,2023-11-04,Transfer,23102.67,JAI-009,0
TXN001074,CUST0233,2024-01-01,Deposit,11023.86,BLR-003,0
TXN001075,CUST0042,00/00/0000,Deposit,4162.42,MU-001,0
TXN001076,CUST0244,2023-09-05,Withdrawal,1130.98,AHM-008,0
TXN001077,CUST0270,2024-06-11,Bill Payment,3824.46,LKN-010,0
TXN001078,CUST0447,2024-01-19,Transfer,1771.13,LKN-010,0
TXN001079,CUST0226,2024-02-02,Bill Payment,2448.85,KOL-007,0
TXN001080,CUST0259,2023-09-12,Withdrawal,9959.62,AHM-008,0
TXN001081,CUST0496,2023-09-05,Deposit,36456.88,CHN-004,0
TXN001082,CUST0383,2023-07-17,Withdrawal,7892.01,JAI-009,0
TXN001083,CUST0309,2023-08-30,Bill Payment,1170.21,DL-002,0
TXN001084,CUST0149,2024-04-18,Deposit,8379.33,JAI-009,0
TXN001085,CUST0157,2024-01-07,Transfer,20660.06,HYD-005,0
TXN001086,CUST0406,2023-07-15,Withdrawal,2364.35,BLR-003,0
TXN001087,CUST0025,2024-02-01,Transfer,4184.65,HYD-005,0
TXN001088,CUST0002,2024-03-07,Deposit,5002.16,JAI-009,0
TXN001089,CUST0214,2023-07-23,Bill Payment,1916.24,LKN-010,0
TXN001090,CUST0461,2024-02-17,Transfer,10699.33,KOL-007,0
TXN001091,CUST0068,2024-05-06,Withdrawal,4250.8,JAI-009,1
TXN001092,CUST0342,2024-02-16,Bill Payment,8131.0,BLR-003,0
TXN001093,CUST0046,00/00/0000,Bill Payment,1694.27,KOL-007,0
TXN001094,CUST0174,2024-01-19,Deposit,2907.5,AHM-008,0
TXN001095,CUST0046,2024-05-26,Withdrawal,11694.31,MU-001,0
TXN001096,CUST0159,2024-06-27,Deposit,3141.95,JAI-009,0
TXN001097,CUST0278,2024-05-12,Deposit,39040.57,LKN-010,0
TXN001098,CUST0258,2024-02-29,Deposit,3042.51,DL-002,0
TXN001099,CUST0093,2024-03-29,Deposit,6435.74,HYD-005,0
TXN001100,CUST0425,2023-11-03,Bill Payment,15049.63,DL-002,0
TXN001101,CUST0165,2024-05-06,Bill Payment,896.02,LKN-010,0
TXN001102,CUST0175,2023-07-12,Bill Payment,594.09,BLR-003,0
TXN001103,CUST0163,2024-03-27,Bill Payment,787.77,HYD-005,0
TXN001104,CUST0278,2023-08-20,Withdrawal,22361.61,HYD-005,0
TXN001105,CUST0394,2023-11-08,Deposit,2534.55,BLR-003,0
TXN001106,CUST0348,2024-01-25,Withdrawal,105856.44,MU-001,0
TXN001107,CUST0093,2023-12-14,Deposit,2497.14,MU-001,0
TXN001108,CUST0164,2023-08-20,Withdrawal,6133.14,KOL-007,0
TXN001109,CUST0193,2023-11-10,Deposit,31273.67,MU-001,0
TXN001110,CUST0301,2024-05-01,Withdrawal,54573.92,AHM-008,1
TXN001111,CUST0198,2024-03-15,Deposit,,HYD-005,0
TXN001112,CUST0284,2024-02-23,Bill Payment,20953.05,DL-002,0
TXN001113,CUST0325,2024-01-25,Withdrawal,,MU-001,0
TXN001114,CUST0346,2024-04-26,Deposit,10006.92,CHN-004,0
TXN001115,CUST0403,00/00/0000,Withdrawal,12506.87,HYD-005,0
TXN001116,CUST0043,2024-02-14,Withdrawal,2536.59,BLR-003,0
TXN001117,CUST0401,2023-09-25,Withdrawal,1841.18,JAI-009,0
TXN001118,CUST0232,2024-04-10,Deposit,4894.91,MU-001,0
TXN001119,CUST0149,2024-05-13,Withdrawal,4006.92,MU-001,0
TXN001120,CUST0140,2024-03-03,Transfer,2853.0,KOL-007,0
TXN001121,CUST0109,2024-05-19,Transfer,11335.16,MU-001,0
TXN001122,CUST0289,2024-03-30,Deposit,15465.49,HYD-005,0
TXN001123,CUST0063,2024-06-22,Withdrawal,5464.83,JAI-009,0
TXN001124,CUST0108,2024-02-07,Transfer,28941.62,PUN-006,0
TXN001125,CUST0232,2024-06-27,Transfer,1248.84,CHN-004,0
TXN001126,CUST0175,2023-12-12,Withdrawal,3895.62,AHM-008,1
TXN001127,CUST0009,2023-12-16,Withdrawal,2079.36,MU-001,0
TXN001128,CUST0462,2023-07-03,Deposit,523.3,BLR-003,0
TXN001129,CUST0361,2024-06-21,Bill Payment,4450.55,KOL-007,0
TXN001130,CUST0334,2024-05-28,Deposit,4246.72,JAI-009,0
TXN001131,CUST0228,2024-06-08,Deposit,30216.39,PUN-006,0
TXN001132,CUST0424,2024-01-09,Transfer,,KOL-007,0
TXN001133,CUST0005,2024-06-21,Deposit,1437.95,AHM-008,0
TXN001134,CUST0228,2023-10-07,Deposit,45474.69,CHN-004,0
TXN001135,CUST0349,2023-11-21,Transfer,21273.99,CHN-004,0
TXN001136,CUST0321,2024-05-10,Transfer,9882.46,CHN-004,0
TXN001137,CUST0496,2024-03-09,Transfer,3745.16,MU-001,0
TXN001138,CUST0362,2024-06-25,Withdrawal,1554.13,MU-001,1
TXN001139,CUST0203,2024-05-22,Deposit,3144.32,HYD-005,0
TXN001140,CUST0088,2024-03-09,Withdrawal,18151.32,LKN-010,0
TXN001141,CUST0290,2024-05-04,Withdrawal,47169.54,DL-002,0
TXN001142,CUST0066,2023-08-03,Transfer,31316.24,LKN-010,0
TXN001143,CUST0374,2024-03-24,Transfer,,CHN-004,0
TXN001144,CUST0497,2023-07-12,Transfer,1282.36,JAI-009,0
TXN001145,CUST0481,2023-07-02,Bill Payment,5820.05,MU-001,0
TXN001146,CUST0222,2023-12-13,Bill Payment,588.67,HYD-005,0
TXN001147,CUST0239,2024-03-22,Bill Payment,7243.08,PUN-006,0
TXN001148,CUST0453,2023-07-23,Withdrawal,4116.99,MU-001,0
TXN001149,CUST0273,2024-02-01,Bill Payment,2809.48,PUN-006,1
TXN001150,CUST0172,2023-10-08,Deposit,725.13,LKN-010,0
TXN001151,CUST0354,2023-10-24,Bill Payment,9102.64,DL-002,0
TXN001152,CUST0085,2023-10-09,Transfer,2593.49,HYD-005,0
TXN001153,CUST0050,2024-05-16,Deposit,1207.25,AHM-008,0
TXN001154,CUST0304,2023-07-13,Transfer,156.54,HYD-005,0
TXN001155,CUST0123,2024-02-28,Transfer,4755.14,MU-001,0
TXN001156,CUST0407,2024-03-23,Withdrawal,41220.95,DL-002,0
TXN001157,CUST0225,2024-05-13,Deposit,36080.62,AHM-008,0
TXN001158,CUST0499,2023-08-13,Deposit,2839.79,MU-001,0
TXN001159,CUST0034,2024-06-20,Withdrawal,2385.93,MU-001,0
TXN001160,CUST0029,2024-02-12,Transfer,8625.94,LKN-010,0
TXN001161,CUST0053,2023-08-03,Deposit,1483.17,JAI-009,0
TXN001162,CUST0206,2024-01-12,Deposit,7059.65,LKN-010,0
TXN001163,CUST0443,2023-10-28,Deposit,12323.91,AHM-008,0
TXN001164,CUST0451,2024-02-05,Deposit,21425.13,PUN-006,0
